EV_Charging_Station_Name,Charging_Location_ID,EV_Station_Working_Status,City_Name,Location_Area_Name,CPO_Operator,Vehicle_Name,Vehicle_Category,Session_ID,Charger_Type,Charging_Mode,Charger_Power,Connector_Type,Connector_Code,Currency,Price_per_kWh,Session_Start_Datetime,Session_End_Datetime,Duration,Duration_Minutes,Energy_Qty_kWh,Vehicle_Make_Model,Vehicle_Type,Vehicle_Battery_kWh,SOC_Start_%,SOC_End_%,Payment_Method,Payment_Status,Session_Energy_Amount,Session_Fee,Untaxed_Amount,Tax_Rate_%,Tax_Amount,Session_Total,Meter_Start_kWh,Meter_End_kWh,Session_Status,Idle_Time_Minutes,Tariff_Type
Rebolt - EcoDrive Hub - Mancherial Road,RL09578,Available,Karimnagar,Mancherial Road,Rebolt,TVS iQube,Electric 2-Wheeler,SES-20260828-008578,DC,DC Fast Charging,150 kW,CCS2,CN1,USD,0.43,2026-08-28 23:10:00,2026-08-29 00:42:00,01:32:00,92,156.01,Tata Nexon EV,EV,5.3,30,100,Network App,Paid,67.08,0,67.08,10,6.71,73.79,158125.27,158281.28,Interrupted,0,Energy
Jio-bp pulse - Lakeview Apartments - Madhurawada,RL09579,Available,Visakhapatnam,Madhurawada,Jio-bp pulse,Hero Vida V1,Electric 2-Wheeler,SES-20260822-008579,AC,AC Charging,3.3 kW,Type 2,CN2,CAD,0.26,2026-08-22 13:38:00,2026-08-22 14:50:00,01:12:00,72,2.71,Ford Mustang Mach-E,EV,3.9,44,100,Bank Card,Paid,0.7,0,0.7,5,0.04,0.74,368277.85,368280.56,Completed,2,Time + Energy
Tata Power EZ Charge - Lakeview Apartments - Srirangam,RL09580,Available,Tiruchirappalli,Srirangam,Tata Power EZ Charge,TVS X,Electric 2-Wheeler,SES-20260826-008580,AC,AC Charging,11 kW,Type 1,CN2,CAD,0.24,2026-08-26 09:06:00,2026-08-26 10:53:00,01:47:00,107,13.94,Ford Mustang Mach-E,EV,4.4,21,100,Wallet,Paid,3.35,0,3.35,5,0.17,3.51,323703.54,323717.48,Completed,11,Energy
Charge Zone - Green Valley Apartments - Gandhipuram,RL09581,Open Soon,Coimbatore,Gandhipuram,Charge Zone,TVS iQube,Electric 2-Wheeler,SES-20260805-008581,AC,AC Charging,11 kW,Type 2,CN1,CAD,0.28,2026-08-05 09:52:00,2026-08-05 12:07:00,02:15:00,135,18.18,Hyundai Ioniq 5,EV,5.3,53,100,Bank Card,Paid,5.09,2,7.09,15,1.06,8.15,319946.36,319964.54,Completed,25,Energy
Jio-bp pulse - Gateway Charging Station - Vidyanagar,RL09582,Available,Hubballi,Vidyanagar,Jio-bp pulse,BYD Atto 3,Electric 4-Wheeler,SES-20260831-008582,AC,AC Charging,22 kW,Type 1,CN3,USD,0.34,2026-08-31 20:49:00,2026-08-31 21:46:00,00:57:00,57,11.79,BMW i4,EV,60.5,61,80,Network App,Paid,4.01,2,6.01,10,0.6,6.61,384341.91,384353.7,Completed,28,Energy + Session Fee
Zeon Charging - UrbanCharge Station - Stadium Road,RL09583,Available,Palakkad,Stadium Road,Zeon Charging,MG Windsor EV,Electric 4-Wheeler,SES-20260808-008583,DC,DC Fast Charging,100 kW,CCS2,CN1,CAD,0.26,2026-08-08 03:17:00,2026-08-08 04:24:00,01:07:00,67,68.69,Chevrolet Bolt EV,EV,38,56,100,Bank Card,Paid,17.86,1,18.86,15,2.83,21.69,166633.48,166702.17,Completed,0,Energy
Jio-bp pulse - PowerGrid EV Hub - Vavilalapally,RL09584,Available,Karimnagar,Vavilalapally,Jio-bp pulse,Citroen eC3,Electric 4-Wheeler,SES-20260724-008584,DC,DC Fast Charging,100 kW,CCS2,CN2,USD,0.42,2026-07-24 01:38:00,2026-07-24 02:18:00,00:40:00,40,42.73,Kia EV6,EV,29.2,18,98,Wallet,Paid,17.95,0,17.95,0,0,17.95,313091.41,313134.14,In Progress,0,Energy
Jio-bp pulse - Iron Hill Apartments - MG Road,RL09585,Available,Bengaluru,MG Road,Jio-bp pulse,Ather Rizta,Electric 2-Wheeler,SES-20260817-008585,DC,DC Fast Charging,50 kW,CHAdeMO,CN4,USD,0.43,2026-08-17 12:27:00,2026-08-17 13:02:00,00:35:00,35,21.25,BMW i4,EV,3.7,39,100,Bank Card,Paid,9.14,0,9.14,10,0.91,10.05,281917.7,281938.95,Completed,3,Energy
Jio-bp pulse - Green Valley Apartments - Seelanaickenpatti,RL09586,Available,Salem,Seelanaickenpatti,Jio-bp pulse,BYD Atto 3,Electric 4-Wheeler,SES-20260725-008586,AC,AC Charging,11 kW,Type 2,CN4,USD,0.31,2026-07-25 19:59:00,2026-07-25 22:13:00,02:14:00,134,15.78,Tesla Model Y,EV,60.5,44,70,Bank Card,Paid,4.89,0,4.89,8,0.39,5.28,30149.05,30164.83,Interrupted,0,Energy
Zeon Charging - PowerGrid EV Hub - Kangeyam Road,RL09587,Available,Tiruppur,Kangeyam Road,Zeon Charging,Ather Rizta,Electric 2-Wheeler,SES-20260724-008587,AC,AC Charging,22 kW,Type 2,CN4,USD,0.41,2026-07-24 18:56:00,2026-07-24 20:00:00,01:04:00,64,19.18,Nissan Leaf,EV,3.7,30,100,Wallet,Paid,7.86,2,9.86,10,0.99,10.85,117068.39,117087.57,Completed,7,Time + Energy
Rebolt - Central Plaza - Thavakkara,RL09588,Available,Kannur,Thavakkara,Rebolt,Ather 450X,Electric 2-Wheeler,SES-20260720-008588,AC,AC Charging,22 kW,Type 1,CN1,USD,0.35,2026-07-20 17:17:00,2026-07-20 18:08:00,00:51:00,51,12.29,Tesla Model 3,EV,3.7,35,100,Bank Card,Pending,4.3,1,5.3,8,0.42,5.73,102808.1,102820.39,Completed,1,Energy
ChargeMOD - Gateway Charging Station - Auroville Road,RL09589,Available,Puducherry,Auroville Road,ChargeMOD,TVS iQube,Electric 2-Wheeler,SES-20260902-008589,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.35,2026-09-02 21:08:00,2026-09-02 22:00:00,00:52:00,52,14.56,Volkswagen ID.4,EV,5.3,48,100,Network App,Paid,5.1,1,6.1,13,0.79,6.89,305592.96,305607.52,Completed,15,Energy
Charge Zone - City Centre Mall - Vidyanagar,RL09590,Available,Hubballi,Vidyanagar,Charge Zone,BYD Seal,Electric 4-Wheeler,SES-20260802-008590,DC,DC Fast Charging,25 kW,CCS1,CN2,CAD,0.41,2026-08-02 02:38:00,2026-08-02 03:16:00,00:38:00,38,13.54,Nissan Leaf,EV,82.5,49,65,Wallet,Paid,5.55,1,6.55,13,0.85,7.4,336301.37,336314.91,Completed,22,Energy + Session Fee
Tata Power EZ Charge - Iron Hill Apartments - M.G. Road,RL09591,Available,Vijayawada,M.G. Road,Tata Power EZ Charge,Mercedes-Benz EQB,Electric 4-Wheeler,SES-20260724-008591,AC,AC Charging,22 kW,J1772,CN1,CAD,0.35,2026-07-24 07:47:00,2026-07-24 08:39:00,00:52:00,52,11.26,Hyundai Ioniq 5,EV,66.5,20,37,Bank Card,Paid,3.94,0,3.94,15,0.59,4.53,366594.04,366605.3,Completed,18,Energy + Session Fee
Charge Zone - Iron Hill Apartments - RS Puram,RL09592,Temp Closed,Coimbatore,RS Puram,Charge Zone,BMW iX1,Electric 4-Wheeler,SES-20260830-008592,AC,AC Charging,7 kW,Type 2,CN1,CAD,0.33,2026-08-30 05:31:00,2026-08-30 08:07:00,02:36:00,156,13.65,Kia EV6,EV,66.4,18,39,Bank Card,Paid,4.5,0,4.5,13,0.59,5.09,35691.44,35705.09,Completed,23,Energy + Session Fee
Zeon Charging - Premium Auto Care - Vyttila,RL09593,Available,Kochi,Vyttila,Zeon Charging,TVS iQube,Electric 2-Wheeler,SES-20260803-008593,AC,AC Charging,11 kW,J1772,CN3,CAD,0.33,2026-08-03 13:09:00,2026-08-03 16:12:00,03:03:00,183,30.11,MG ZS EV,EV,5.3,40,100,Bank Card,Paid,9.94,0,9.94,13,1.29,11.23,157795.56,157825.67,Completed,26,Energy
Tata Power EZ Charge - Premium Auto Care - Jubilee Hills,RL09594,Available,Hyderabad,Jubilee Hills,Tata Power EZ Charge,Tata Punch EV,Electric 4-Wheeler,SES-20260731-008594,DC,DC Fast Charging,100 kW,CCS2,CN1,CAD,0.34,2026-07-31 03:04:00,2026-07-31 04:01:00,00:57:00,57,66.7,Ford Mustang Mach-E,EV,35,36,100,Network App,Paid,22.68,1,23.68,15,3.55,27.23,396734.28,396800.98,Completed,21,Energy + Session Fee
Rebolt - EV Mobility Hub - Anna Nagar,RL09595,Available,Chennai,Anna Nagar,Rebolt,Tesla Model Y,Electric 4-Wheeler,SES-20260725-008595,AC,AC Charging,11 kW,Type 2,CN3,USD,0.43,2026-07-25 21:44:00,2026-07-25 22:22:00,00:38:00,38,4.03,Nissan Leaf,EV,75,51,56,Wallet,Paid,1.73,0,1.73,5,0.09,1.82,468651.81,468655.84,Completed,10,Energy
Statiq - City Square EV Hub - Srirangam,RL09596,Available,Tiruchirappalli,Srirangam,Statiq,TVS X,Electric 2-Wheeler,SES-20260818-008596,AC,AC Charging,22 kW,Type 2,CN1,CAD,0.3,2026-08-18 01:08:00,2026-08-18 04:09:00,03:01:00,181,42.7,Nissan Leaf,EV,4.4,28,100,Wallet,Paid,12.81,0,12.81,13,1.67,14.48,5115.76,5158.46,Completed,13,Energy + Session Fee
Statiq - PowerGrid EV Hub - Velachery,RL09597,Available,Chennai,Velachery,Statiq,BYD Atto 3,Electric 4-Wheeler,SES-20260816-008597,DC,DC Fast Charging,50 kW,CCS2,CN2,CAD,0.43,2026-08-16 22:58:00,2026-08-16 23:23:00,00:25:00,25,11.95,Chevrolet Bolt EV,EV,60.5,46,66,UPI,Paid,5.14,2,7.14,15,1.07,8.21,216432.39,216444.34,Completed,0,Energy
Jio-bp pulse - Gateway Charging Station - Hitech City,RL09598,Temp Closed,Hyderabad,Hitech City,Jio-bp pulse,Tata Nexon EV,Electric 4-Wheeler,SES-20260722-008598,AC,AC Charging,11 kW,Type 2,CN1,CAD,0.29,2026-07-22 06:57:00,2026-07-22 09:26:00,02:29:00,149,23.57,Tesla Model 3,EV,40.5,49,100,UPI,Paid,6.84,0,6.84,13,0.89,7.72,66307.58,66331.15,Completed,2,Energy + Session Fee
Statiq - SmartCharge Point - MG Road,RL09599,Available,Puducherry,MG Road,Statiq,Tesla Model Y,Electric 4-Wheeler,SES-20260727-008599,DC,DC Fast Charging,50 kW,CHAdeMO,CN2,USD,0.29,2026-07-27 01:40:00,2026-07-27 02:20:00,00:40:00,40,23.63,Chevrolet Bolt EV,EV,75,24,56,RFID,Pending,6.85,1,7.85,0,0,7.85,277650.35,277673.98,In Progress,0,Energy
Charge Zone - UrbanCharge Station - Eranhipalam,RL09600,Available,Kozhikode,Eranhipalam,Charge Zone,MG ZS EV,Electric 4-Wheeler,SES-20260823-008600,AC,AC Charging,7 kW,J1772,CN4,USD,0.3,2026-08-23 02:19:00,2026-08-23 05:07:00,02:48:00,168,15.55,Hyundai Ioniq 5,EV,50.3,22,53,Wallet,Paid,4.66,2,6.66,8,0.53,7.2,499437.54,499453.09,Completed,12,Energy
Jio-bp pulse - EcoDrive Hub - Kondapur,RL09601,Available,Hyderabad,Kondapur,Jio-bp pulse,Ola S1 Pro,Electric 2-Wheeler,SES-20260803-008601,AC,AC Charging,22 kW,Type 2,CN3,USD,0.31,2026-08-03 08:14:00,2026-08-03 11:00:00,02:46:00,166,45.64,Ford Mustang Mach-E,EV,4,30,100,Bank Card,Paid,14.15,0,14.15,10,1.41,15.56,481545.95,481591.59,Completed,2,Energy
Tata Power EZ Charge - SmartCharge Point - Kazipet,RL09602,Available,Warangal,Kazipet,Tata Power EZ Charge,BYD e6,Electric 4-Wheeler,SES-20260729-008602,DC,DC Fast Charging,150 kW,CCS2,CN3,USD,0.28,2026-07-29 18:11:00,2026-07-29 19:07:00,00:56:00,56,85.65,Tesla Model 3,EV,71.7,62,100,Network App,Paid,23.98,0,23.98,0,0,23.98,371113.56,371199.21,Completed,27,Energy + Session Fee
Jio-bp pulse - SmartCharge Point - Kaloor,RL09603,Temp Closed,Kochi,Kaloor,Jio-bp pulse,TVS X,Electric 2-Wheeler,SES-20260819-008603,AC,AC Charging,3.3 kW,Type 2,CN3,USD,0.41,2026-08-19 15:07:00,2026-08-19 17:16:00,02:09:00,129,4.91,Ford Mustang Mach-E,EV,4.4,57,100,Wallet,Paid,2.01,0,2.01,10,0.2,2.21,316017.97,316022.88,Completed,19,Energy
Rebolt - GreenRoute Charging Point - KK Nagar,RL09604,Available,Madurai,KK Nagar,Rebolt,Volkswagen ID.4,Electric 4-Wheeler,SES-20260814-008604,AC,AC Charging,11 kW,Type 1,CN1,USD,0.3,2026-08-14 01:30:00,2026-08-14 03:44:00,02:14:00,134,19.27,BYD Atto 3,EV,77,56,81,UPI,Paid,5.78,0,5.78,8,0.46,6.24,4910.82,4930.09,In Progress,0,Energy
Charge Zone - Urban Nest Residency - Kazhakkoottam,RL09605,Available,Thiruvananthapuram,Kazhakkoottam,Charge Zone,Tesla Model Y,Electric 4-Wheeler,SES-20260813-008605,AC,AC Charging,3.3 kW,Type 2,CN3,USD,0.45,2026-08-13 22:58:00,2026-08-14 02:05:00,03:07:00,187,7.68,Hyundai Ioniq 5,EV,75,62,72,Wallet,Paid,3.46,1,4.46,10,0.45,4.9,281193.73,281201.41,In Progress,0,Energy
Statiq - Metro Business Park - Auroville Road,RL09606,Temp Closed,Puducherry,Auroville Road,Statiq,Tata Nexon EV,Electric 4-Wheeler,SES-20260729-008606,DC,DC Fast Charging,25 kW,CCS2,CN1,USD,0.45,2026-07-29 03:08:00,2026-07-29 03:46:00,00:38:00,38,12.41,Tesla Model 3,EV,40.5,10,41,Network App,Paid,5.58,0.5,6.08,10,0.61,6.69,34515.93,34528.34,Completed,14,Energy
Charge Zone - Grand Residency - Nadakkavu,RL09607,Temp Closed,Kozhikode,Nadakkavu,Charge Zone,TVS iQube,Electric 2-Wheeler,SES-20260819-008607,AC,AC Charging,3.3 kW,Type 2,CN3,USD,0.41,2026-08-19 18:01:00,2026-08-19 19:11:00,01:10:00,70,2.39,Polestar 2,EV,5.3,47,92,Network App,Paid,0.98,0,0.98,8,0.08,1.06,494550.3,494552.69,Completed,29,Energy + Session Fee
Kazam - Green Valley Apartments - Kankanady,RL09608,Available,Mangaluru,Kankanady,Kazam,Mahindra BE 6,Electric 4-Wheeler,SES-20260818-008608,DC,DC Fast Charging,25 kW,CCS2,CN2,CAD,0.36,2026-08-18 04:21:00,2026-08-18 04:49:00,00:28:00,28,9.28,Nissan Leaf,EV,59,65,81,UPI,Paid,3.34,0,3.34,5,0.17,3.51,68778.19,68787.47,Completed,4,Energy
Kazam - PowerGrid EV Hub - RS Puram,RL09609,Available,Coimbatore,RS Puram,Kazam,Tesla Model Y,Electric 4-Wheeler,SES-20260724-008609,DC,DC Fast Charging,25 kW,CCS2,CN1,CAD,0.37,2026-07-24 11:00:00,2026-07-24 12:12:00,01:12:00,72,25.16,Ford Mustang Mach-E,EV,75,26,60,Network App,Paid,9.31,0,9.31,15,1.4,10.71,346478.1,346503.26,Completed,8,Energy
Kazam - UrbanCharge Station - Kukatpally,RL09610,Open Soon,Hyderabad,Kukatpally,Kazam,MG Windsor EV,Electric 4-Wheeler,SES-20260803-008610,AC,AC Charging,3.3 kW,Type 2,CN2,CAD,0.34,2026-08-03 05:03:00,2026-08-03 07:53:00,02:50:00,170,7.93,Kia EV6,EV,38,27,48,Bank Card,Paid,2.7,1,3.7,15,0.55,4.25,224908.84,224916.77,Completed,0,Energy
Jio-bp pulse - PowerGrid EV Hub - HSR Layout,RL09611,Available,Bengaluru,HSR Layout,Jio-bp pulse,Ola S1 Air,Electric 2-Wheeler,SES-20260804-008611,AC,AC Charging,7 kW,J1772,CN4,USD,0.4,2026-08-04 04:15:00,2026-08-04 05:18:00,01:03:00,63,6.04,Rivian R1T,EV,3,55,100,Network App,Paid,2.42,2,4.42,10,0.44,4.86,374661.52,374667.56,Completed,22,Energy
Rebolt - Green Valley Apartments - Hanamkonda,RL09612,Available,Warangal,Hanamkonda,Rebolt,Tata Punch EV,Electric 4-Wheeler,SES-20260818-008612,AC,AC Charging,7 kW,J1772,CN3,CAD,0.36,2026-08-18 06:23:00,2026-08-18 09:17:00,02:54:00,174,13.65,Tata Nexon EV,EV,35,40,79,Wallet,Paid,4.91,2,6.91,13,0.9,7.81,71424.58,71438.23,Completed,1,Energy + Session Fee
Rebolt - Iron Hill Apartments - Kadri,RL09613,Temp Closed,Mangaluru,Kadri,Rebolt,Tata Nexon EV,Electric 4-Wheeler,SES-20260816-008613,DC,DC Fast Charging,100 kW,CCS2,CN2,USD,0.43,2026-08-16 17:55:00,2026-08-16 19:13:00,01:18:00,78,75.23,MG ZS EV,EV,40.5,39,100,Bank Card,Paid,32.35,1,33.35,10,3.33,36.68,159237.39,159312.62,Completed,26,Energy + Session Fee
Rebolt - Highway Charge Hub - Kakkanad,RL09614,Available,Kochi,Kakkanad,Rebolt,Ather 450X,Electric 2-Wheeler,SES-20260903-008614,DC,DC Fast Charging,50 kW,CCS2,CN1,USD,0.39,2026-09-03 05:06:00,2026-09-03 06:19:00,01:13:00,73,54.21,Chevrolet Bolt EV,EV,3.7,22,100,Wallet,Paid,21.14,0,21.14,0,0,21.14,43886.21,43940.42,Completed,8,Energy + Session Fee
Charge Zone - EV Mobility Hub - Guindy,RL09615,Open Soon,Chennai,Guindy,Charge Zone,BYD Seal,Electric 4-Wheeler,SES-20260725-008615,DC,DC Fast Charging,150 kW,CCS2,CN4,USD,0.43,2026-07-25 17:44:00,2026-07-25 18:32:00,00:48:00,48,74.69,BYD Atto 3,EV,82.5,49,100,Network App,Paid,32.12,0.5,32.62,5,1.63,34.25,257062.05,257136.74,Completed,26,Energy
Tata Power EZ Charge - City Square EV Hub - Stadium Road,RL09616,Available,Palakkad,Stadium Road,Tata Power EZ Charge,Tata Tiago EV,Electric 4-Wheeler,SES-20260808-008616,AC,AC Charging,11 kW,Type 2,CN2,USD,0.45,2026-08-08 14:03:00,2026-08-08 16:05:00,02:02:00,122,18.18,Polestar 2,EV,24,17,93,Bank Card,Paid,8.18,0.5,8.68,5,0.43,9.12,192903.45,192921.63,Completed,24,Energy
Rebolt - Premium Auto Care - Bharathiyar Road,RL09617,Available,Karaikal,Bharathiyar Road,Rebolt,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260813-008617,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.32,2026-08-13 02:21:00,2026-08-13 04:04:00,01:43:00,103,6.93,Tesla Model Y,EV,72.6,57,67,Network App,Pending,2.22,0.5,2.72,13,0.35,3.07,317513.26,317520.19,Completed,24,Energy
Statiq - Green Valley Apartments - Auroville Road,RL09618,Available,Puducherry,Auroville Road,Statiq,Citroen eC3,Electric 4-Wheeler,SES-20260822-008618,AC,AC Charging,22 kW,Type 2,CN2,CAD,0.33,2026-08-22 00:52:00,2026-08-22 03:34:00,02:42:00,162,39.04,BMW i4,EV,29.2,31,100,Bank Card,Paid,12.88,0,12.88,13,1.67,14.56,358936.67,358975.71,Completed,4,Energy
Kazam - Highway Charge Hub - Nadakkavu,RL09619,Available,Kozhikode,Nadakkavu,Kazam,TVS iQube,Electric 2-Wheeler,SES-20260801-008619,AC,AC Charging,22 kW,J1772,CN1,CAD,0.32,2026-08-01 14:44:00,2026-08-01 15:14:00,00:30:00,30,7.81,MG ZS EV,EV,5.3,29,100,Bank Card,Paid,2.5,1,3.5,13,0.45,3.95,22531.37,22539.18,Completed,18,Energy
Rebolt - Lakeview Apartments - Kowdiar,RL09620,Available,Thiruvananthapuram,Kowdiar,Rebolt,Tata Punch EV,Electric 4-Wheeler,SES-20260815-008620,AC,AC Charging,7 kW,Type 2,CN4,USD,0.34,2026-08-15 03:18:00,2026-08-15 05:54:00,02:36:00,156,15.44,Ford Mustang Mach-E,EV,35,55,99,Bank Card,Paid,5.25,1,6.25,8,0.5,6.75,98589.23,98604.67,Completed,24,Energy
Statiq - PowerGrid EV Hub - Hebbal,RL09621,Available,Mysuru,Hebbal,Statiq,Bajaj Chetak EV,Electric 2-Wheeler,SES-20260810-008621,AC,AC Charging,22 kW,Type 2,CN1,USD,0.31,2026-08-10 06:38:00,2026-08-10 07:17:00,00:39:00,39,7.97,Hyundai Ioniq 5,EV,3.2,12,92,Network App,Paid,2.47,0,2.47,8,0.2,2.67,486139.1,486147.07,Completed,3,Time + Energy
Tata Power EZ Charge - Gateway Charging Station - Lawspet,RL09622,Available,Puducherry,Lawspet,Tata Power EZ Charge,Ola S1 Pro,Electric 2-Wheeler,SES-20260721-008622,DC,DC Fast Charging,250 kW,CCS2,CN2,USD,0.42,2026-07-21 23:27:00,2026-07-22 00:27:00,01:00:00,60,173.57,Polestar 2,EV,4,48,100,UPI,Paid,72.9,0.5,73.4,8,5.87,79.27,223319.57,223493.14,Completed,30,Energy + Session Fee
Jio-bp pulse - Premium Auto Care - Tambaram,RL09623,Temp Closed,Chennai,Tambaram,Jio-bp pulse,Tata Tigor EV,Electric 4-Wheeler,SES-20260805-008623,AC,AC Charging,11 kW,Type 1,CN2,CAD,0.31,2026-08-05 22:48:00,2026-08-06 00:04:00,01:16:00,76,8.68,BMW i4,EV,26,39,72,RFID,Paid,2.69,0,2.69,13,0.35,3.04,248253.5,248262.18,Completed,17,Energy
Tata Power EZ Charge - PowerGrid EV Hub - Brodipet,RL09624,Available,Guntur,Brodipet,Tata Power EZ Charge,MG Windsor EV,Electric 4-Wheeler,SES-20260831-008624,AC,AC Charging,7 kW,J1772,CN2,CAD,0.35,2026-08-31 12:52:00,2026-08-31 15:31:00,02:39:00,159,16.77,Tata Nexon EV,EV,38,55,99,Wallet,Paid,5.87,0.5,6.37,13,0.83,7.2,8381.27,8398.04,Completed,23,Energy
Tata Power EZ Charge - Metro Business Park - Mavoor Road,RL09625,Temp Closed,Kozhikode,Mavoor Road,Tata Power EZ Charge,Tata Tigor EV,Electric 4-Wheeler,SES-20260825-008625,DC,DC Fast Charging,25 kW,CHAdeMO,CN2,CAD,0.37,2026-08-25 05:29:00,2026-08-25 05:38:00,00:09:00,9,2.21,MG ZS EV,EV,26,29,37,UPI,Paid,0.82,0,0.82,5,0.04,0.86,242658.03,242660.24,Completed,7,Energy
Charge Zone - Gateway Charging Station - Tiruchanoor Road,RL09626,Temp Closed,Tirupati,Tiruchanoor Road,Charge Zone,Tata Punch EV,Electric 4-Wheeler,SES-20260809-008626,AC,AC Charging,22 kW,Type 2,CN2,CAD,0.33,2026-08-09 14:16:00,2026-08-09 14:56:00,00:40:00,40,11.15,Hyundai Ioniq 5,EV,35,25,57,Wallet,Paid,3.68,0.5,4.18,5,0.21,4.39,430605.33,430616.48,Completed,2,Energy + Session Fee
Rebolt - Business Bay - Kakkanad,RL09627,Available,Kochi,Kakkanad,Rebolt,BYD Seal,Electric 4-Wheeler,SES-20260721-008627,AC,AC Charging,3.3 kW,Type 2,CN4,CAD,0.29,2026-07-21 10:28:00,2026-07-21 12:56:00,02:28:00,148,5.33,MG ZS EV,EV,82.5,57,63,RFID,Pending,1.55,2,3.55,13,0.46,4.01,195011.27,195016.6,In Progress,0,Energy + Session Fee
Rebolt - City Square EV Hub - Bypass Road,RL09628,Available,Madurai,Bypass Road,Rebolt,Tata Tiago EV,Electric 4-Wheeler,SES-20260724-008628,AC,AC Charging,7 kW,Type 2,CN2,USD,0.37,2026-07-24 13:17:00,2026-07-24 14:45:00,01:28:00,88,6.27,Rivian R1T,EV,24,36,62,RFID,Paid,2.32,0,2.32,0,0,2.32,14266.02,14272.29,Completed,6,Energy + Session Fee
Statiq - City Centre Mall - Gachibowli,RL09629,Temp Closed,Hyderabad,Gachibowli,Statiq,BYD Atto 3,Electric 4-Wheeler,SES-20260819-008629,DC,DC Fast Charging,25 kW,CCS2,CN1,USD,0.44,2026-08-19 19:29:00,2026-08-19 19:52:00,00:23:00,23,8.25,Tesla Model Y,EV,60.5,52,66,Network App,Paid,3.63,0,3.63,0,0,3.63,345667.79,345676.04,Completed,11,Energy
Rebolt - Business Bay - Kavanad,RL09630,Temp Closed,Kollam,Kavanad,Rebolt,Tesla Model Y,Electric 4-Wheeler,SES-20260903-008630,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.3,2026-09-03 01:08:00,2026-09-03 03:11:00,02:03:00,123,40.02,MG ZS EV,EV,75,54,100,Bank Card,Paid,12.01,0.5,12.51,13,1.63,14.13,389232.1,389272.12,Completed,15,Energy + Session Fee
Statiq - Urban Nest Residency - Jayanagar,RL09631,Available,Bengaluru,Jayanagar,Statiq,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260808-008631,AC,AC Charging,11 kW,J1772,CN2,CAD,0.41,2026-08-08 12:20:00,2026-08-08 14:35:00,02:15:00,135,22.45,Volkswagen ID.4,EV,72.6,26,57,Bank Card,Paid,9.2,2,11.2,15,1.68,12.89,280330.43,280352.88,Completed,29,Energy + Session Fee
ChargeMOD - City Centre Mall - Fort Kochi,RL09632,Available,Kochi,Fort Kochi,ChargeMOD,Tesla Model Y,Electric 4-Wheeler,SES-20260725-008632,DC,DC Fast Charging,50 kW,CCS2,CN2,USD,0.48,2026-07-25 13:29:00,2026-07-25 13:57:00,00:28:00,28,15.15,Volkswagen ID.4,EV,75,39,59,Bank Card,Paid,7.27,0,7.27,10,0.73,8,370364.48,370379.63,Completed,19,Energy
Bolt.Earth - Metro Business Park - Punkunnam,RL09633,Available,Thrissur,Punkunnam,Bolt.Earth,MG Windsor EV,Electric 4-Wheeler,SES-20260728-008633,DC,DC Fast Charging,100 kW,CCS1,CN1,USD,0.33,2026-07-28 04:19:00,2026-07-28 04:53:00,00:34:00,34,46.9,Tesla Model 3,EV,38,13,93,UPI,Pending,15.48,0.5,15.98,5,0.8,16.78,270387.33,270434.23,In Progress,0,Energy
Rebolt - Business Bay - Chinnakada,RL09634,Available,Kollam,Chinnakada,Rebolt,Kia Carens EV,Electric 4-Wheeler,SES-20260723-008634,AC,AC Charging,22 kW,Type 2,CN2,USD,0.3,2026-07-23 11:44:00,2026-07-23 14:16:00,02:32:00,152,50.22,Rivian R1T,EV,50,39,100,Wallet,Paid,15.07,0,15.07,10,1.51,16.57,402172.19,402222.41,Completed,10,Time + Energy
Rebolt - Business Bay - MVP Colony,RL09635,Open Soon,Visakhapatnam,MVP Colony,Rebolt,MG Windsor EV,Electric 4-Wheeler,SES-20260726-008635,AC,AC Charging,11 kW,Type 2,CN2,USD,0.31,2026-07-26 16:21:00,2026-07-26 18:30:00,02:09:00,129,19.69,Kia EV6,EV,38,58,100,RFID,Paid,6.1,1,7.1,10,0.71,7.81,265054.83,265074.52,Completed,16,Time + Energy
Jio-bp pulse - Urban Nest Residency - Fairlands,RL09636,Available,Salem,Fairlands,Jio-bp pulse,BYD Atto 3,Electric 4-Wheeler,SES-20260903-008636,AC,AC Charging,22 kW,Type 2,CN4,USD,0.32,2026-09-03 05:51:00,2026-09-03 08:10:00,02:19:00,139,37.7,Nissan Leaf,EV,60.5,10,72,Bank Card,Paid,12.06,0.5,12.56,8,1.01,13.57,394009.02,394046.72,Completed,17,Energy
Jio-bp pulse - Metro Business Park - Vinayak Nagar,RL09637,Available,Nizamabad,Vinayak Nagar,Jio-bp pulse,Ather Rizta,Electric 2-Wheeler,SES-20260812-008637,DC,DC Fast Charging,25 kW,CCS2,CN3,USD,0.36,2026-08-12 23:51:00,2026-08-13 01:18:00,01:27:00,87,22.92,BYD Atto 3,EV,3.7,62,100,UPI,Paid,8.25,0.5,8.75,10,0.88,9.63,8043.06,8065.98,Completed,30,Energy + Session Fee
